train_id,name,brand_name,category_name,item_description,,price,item_condition_id,sale,img_score,supply_demand,shipping,img_url,price_url
10,Michael Michael Kors Evie Platform Women  Patent Leather Red Platform Heel,MICHAEL Michael Kors,"Shoes,Women,Heels","[{""dateSeen"":[""2017-01-23T05:29:22Z""],""sourceURLs"":[""https://www.walmart.com/ip/Michael-Michael-Kors-Evie-Platform-Women-Patent-Leather-Red-Platform-Heel/150098201""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Michael Michael Kors Evie Platform Width - Medium (B, M) True Color - Chili Upper Material - Patent Leather Outsole Material - Man-Made Heel Height - 4.25 Inches Brand Style - Michael Michael Kors Evie Platform Width - Medium (B, M) True Color - Chili Upper Material - Patent Leather Outsole Material - Man-Made Heel Height - 4.25 Inches ps6926769""}]",,135,1,0,1,1,0,https://www.walmart.com/ip/Michael-Michael-Kors-Evie-Platform-Women-Patent-Leather-Red-Platform-Heel/150098201,https://i5.walmartimages.com/asr/337dea2e-5af7-4dd1-82d8-18e4b7fa9c73_1.8b80257b781f73b5dd77500625c4c4ff.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
11,Michael Michael Kors Evie Platform Women  Patent Leather Red Platform Heel,MICHAEL Michael Kors,"Shoes,Women,Heels","[{""dateSeen"":[""2017-01-23T05:29:22Z""],""sourceURLs"":[""https://www.walmart.com/ip/Michael-Michael-Kors-Evie-Platform-Women-Patent-Leather-Red-Platform-Heel/150098201""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Michael Michael Kors Evie Platform Width - Medium (B, M) True Color - Chili Upper Material - Patent Leather Outsole Material - Man-Made Heel Height - 4.25 Inches Brand Style - Michael Michael Kors Evie Platform Width - Medium (B, M) True Color - Chili Upper Material - Patent Leather Outsole Material - Man-Made Heel Height - 4.25 Inches ps6926769""}]",,56.99,1,0,0,0,1,https://www.walmart.com/ip/Michael-Michael-Kors-Evie-Platform-Women-Patent-Leather-Red-Platform-Heel/150098201,https://i5.walmartimages.com/asr/337dea2e-5af7-4dd1-82d8-18e4b7fa9c73_1.8b80257b781f73b5dd77500625c4c4ff.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
12,Michael Michael Kors Evie Platform Women  Patent Leather Red Platform Heel,MICHAEL Michael Kors,"Shoes,Women,Heels","[{""dateSeen"":[""2017-01-23T05:29:22Z""],""sourceURLs"":[""https://www.walmart.com/ip/Michael-Michael-Kors-Evie-Platform-Women-Patent-Leather-Red-Platform-Heel/150098201""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Michael Michael Kors Evie Platform Width - Medium (B, M) True Color - Chili Upper Material - Patent Leather Outsole Material - Man-Made Heel Height - 4.25 Inches Brand Style - Michael Michael Kors Evie Platform Width - Medium (B, M) True Color - Chili Upper Material - Patent Leather Outsole Material - Man-Made Heel Height - 4.25 Inches ps6926769""}]",,80.99,1,1,1,0,0,https://www.walmart.com/ip/Michael-Michael-Kors-Evie-Platform-Women-Patent-Leather-Red-Platform-Heel/150098201,https://i5.walmartimages.com/asr/337dea2e-5af7-4dd1-82d8-18e4b7fa9c73_1.8b80257b781f73b5dd77500625c4c4ff.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
13,Coloriffics Danica Women Us 10 White Peep Toe Heels,Coloriffics,"Shoes,Women,Heels","[{""dateSeen"":[""2016-10-28T01:40:49Z""],""sourceURLs"":[""https://www.walmart.com/ip/Coloriffics-845117064596-6390S-Danica-DOrsay-Pump-With-Peep-Toe-And-Flower-Silver-Size-7/37912950""],""value"":""Add some glamour to your look in these peep-toe dOrsay pumps. Featuring satin uppers and leather soles with lightly cushioned in-soles, you will love how comfortable your feet will be throughout your entire event. A flower decoration adorns the vamp for a fresh look. Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Add some glamour to your look in these peep-toe dOrsay pumps. Featuring satin uppers and leather soles with lightly cushioned in-soles, you will love how comfortable your feet will be throughout your entire event. A flower decoration adorns the vamp for a fresh look.Brand & Style - Coloriffics Danica Width - Medium (B, M) True Color - Silver Upper Material - Fabric Outsole Material - Leather Heel Height - 4.5 Inches Find high-quality Coloriffics shoes with great prices at our store. We carry the very best shoes, boots, and sandals ranging from dress to casual to athletic while offering fast shipping to almost anywhere in the world. Included in our selection are the excellent Coloriffics shoes. These feature the ideal combination of style, comfort, and lasting wear available anywhere. You can depend on us for quality footwear. ps3048505""}]",,121,1,0,0,1,0,http://www.walmart.com/ip/Coloriffics-Danica-Womens-Size-10-White-Peep-Toe-Textile-Pumps-Heels-Shoes/45646807,http://i5.walmartimages.com/dfw/dce07b8c-95d9/k2-_632d1e94-5011-453b-95c0-5f02b9f7fa2e.v1.jpg
14,Coloriffics Danica Women Us  White Peep Toe Heels,Coloriffics,"Shoes,Women,Heels","[{""dateSeen"":[""2016-10-28T01:40:49Z""],""sourceURLs"":[""https://www.walmart.com/ip/Coloriffics-845117064596-6390S-Danica-DOrsay-Pump-With-Peep-Toe-And-Flower-Silver-Size-7/37912950""],""value"":""Add some glamour to your look in these peep-toe dOrsay pumps. Featuring satin uppers and leather soles with lightly cushioned in-soles, you will love how comfortable your feet will be throughout your entire event. A flower decoration adorns the vamp for a fresh look. Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Add some glamour to your look in these peep-toe dOrsay pumps. Featuring satin uppers and leather soles with lightly cushioned in-soles, you will love how comfortable your feet will be throughout your entire event. A flower decoration adorns the vamp for a fresh look.Brand & Style - Coloriffics Danica Width - Medium (B, M) True Color - Silver Upper Material - Fabric Outsole Material - Leather Heel Height - 4.5 Inches Find high-quality Coloriffics shoes with great prices at our store. We carry the very best shoes, boots, and sandals ranging from dress to casual to athletic while offering fast shipping to almost anywhere in the world. Included in our selection are the excellent Coloriffics shoes. These feature the ideal combination of style, comfort, and lasting wear available anywhere. You can depend on us for quality footwear. ps3048505""}]",,9.99,1,1,3,0,0,http://www.walmart.com/ip/Coloriffics-Danica-Womens-Size-10-White-Peep-Toe-Textile-Pumps-Heels-Shoes/45646807,http://i5.walmartimages.com/dfw/dce07b8c-95d9/k2-_632d1e94-5011-453b-95c0-5f02b9f7fa2e.v1.jpg
15,Coloriffics Danica   Peep-toe Canvas  Heels,Coloriffics,"Shoes,Women,Heels","[{""dateSeen"":[""2016-10-28T01:40:49Z""],""sourceURLs"":[""https://www.walmart.com/ip/Coloriffics-845117064596-6390S-Danica-DOrsay-Pump-With-Peep-Toe-And-Flower-Silver-Size-7/37912950""],""value"":""Add some glamour to your look in these peep-toe dOrsay pumps. Featuring satin uppers and leather soles with lightly cushioned in-soles, you will love how comfortable your feet will be throughout your entire event. A flower decoration adorns the vamp for a fresh look. Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Add some glamour to your look in these peep-toe dOrsay pumps. Featuring satin uppers and leather soles with lightly cushioned in-soles, you will love how comfortable your feet will be throughout your entire event. A flower decoration adorns the vamp for a fresh look.Brand & Style - Coloriffics Danica Width - Medium (B, M) True Color - Silver Upper Material - Fabric Outsole Material - Leather Heel Height - 4.5 Inches Find high-quality Coloriffics shoes with great prices at our store. We carry the very best shoes, boots, and sandals ranging from dress to casual to athletic while offering fast shipping to almost anywhere in the world. Included in our selection are the excellent Coloriffics shoes. These feature the ideal combination of style, comfort, and lasting wear available anywhere. You can depend on us for quality footwear. ps3048505""}]",,121,1,0,1,1,1,https://www.walmart.com/ip/Coloriffics-845117064596-6390S-Danica-DOrsay-Pump-With-Peep-Toe-And-Flower-Silver-Size-7/37912950,https://i5.walmartimages.com/asr/17c9f5ae-0eb4-449f-90b3-78562258bba6_1.9a21803f265d35a64b068c0cde9dc6d6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
16,Coloriffics Danica   Peep-toe Canvas  Heels,Coloriffics,"Shoes,Women,Heels","[{""dateSeen"":[""2016-10-28T01:40:49Z""],""sourceURLs"":[""https://www.walmart.com/ip/Coloriffics-845117064596-6390S-Danica-DOrsay-Pump-With-Peep-Toe-And-Flower-Silver-Size-7/37912950""],""value"":""Add some glamour to your look in these peep-toe dOrsay pumps. Featuring satin uppers and leather soles with lightly cushioned in-soles, you will love how comfortable your feet will be throughout your entire event. A flower decoration adorns the vamp for a fresh look. Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Add some glamour to your look in these peep-toe dOrsay pumps. Featuring satin uppers and leather soles with lightly cushioned in-soles, you will love how comfortable your feet will be throughout your entire event. A flower decoration adorns the vamp for a fresh look.Brand & Style - Coloriffics Danica Width - Medium (B, M) True Color - Silver Upper Material - Fabric Outsole Material - Leather Heel Height - 4.5 Inches Find high-quality Coloriffics shoes with great prices at our store. We carry the very best shoes, boots, and sandals ranging from dress to casual to athletic while offering fast shipping to almost anywhere in the world. Included in our selection are the excellent Coloriffics shoes. These feature the ideal combination of style, comfort, and lasting wear available anywhere. You can depend on us for quality footwear. ps3048505""}]",,2.99,1,1,3,0,0,https://www.walmart.com/ip/Coloriffics-845117064596-6390S-Danica-DOrsay-Pump-With-Peep-Toe-And-Flower-Silver-Size-7/37912950,https://i5.walmartimages.com/asr/17c9f5ae-0eb4-449f-90b3-78562258bba6_1.9a21803f265d35a64b068c0cde9dc6d6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
17,Naot Women Sheryl Sandals,Naot,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-17T19:02:51Z""],""sourceURLs"":[""https://www.walmart.com/ip/Naot-Women-Sheryl-Sandals/130240176""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Naot Women Sheryl SandalsComfortable casual and perfect for everyday wear the new Naot Sheryl. These sandal wedges boast of impeccable craftsmanship and are offered in genuine leather. Featuring a moisture-wicking and breathable leather lining it also has a suede covered cork and latex footbed. With perfect shock absorption flexibility and arch support it boasts of a slightly padded instep as well as rhinestone accents for added glamour. Resting on top of a EVA outsole for outstanding traction and stability control. Heel hight: 1.75'. Material: Leather Polyurethane Cork Latex Metal Suede.""}]",,145,1,0,0,1,0,https://www.walmart.com/ip/Naot-Women-Sheryl-Sandals/130240176,https://i5.walmartimages.com/asr/b2c55948-68a2-4caf-bfab-9774ad76103e_1.c1bc8b55c0078642420b74a8e920909e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
18,Naot Women Sheryl Sandals,Naot,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-17T19:02:51Z""],""sourceURLs"":[""https://www.walmart.com/ip/Naot-Women-Sheryl-Sandals/130240176""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Naot Women Sheryl SandalsComfortable casual and perfect for everyday wear the new Naot Sheryl. These sandal wedges boast of impeccable craftsmanship and are offered in genuine leather. Featuring a moisture-wicking and breathable leather lining it also has a suede covered cork and latex footbed. With perfect shock absorption flexibility and arch support it boasts of a slightly padded instep as well as rhinestone accents for added glamour. Resting on top of a EVA outsole for outstanding traction and stability control. Heel hight: 1.75'. Material: Leather Polyurethane Cork Latex Metal Suede.""}]",,157.89,1,0,0,0,0,https://www.walmart.com/ip/Naot-Women-Sheryl-Sandals/130240176,https://i5.walmartimages.com/asr/b2c55948-68a2-4caf-bfab-9774ad76103e_1.c1bc8b55c0078642420b74a8e920909e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
19,Naot Women Sheryl Sandals,Naot,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-17T19:02:51Z""],""sourceURLs"":[""https://www.walmart.com/ip/Naot-Women-Sheryl-Sandals/130240176""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Naot Women Sheryl SandalsComfortable casual and perfect for everyday wear the new Naot Sheryl. These sandal wedges boast of impeccable craftsmanship and are offered in genuine leather. Featuring a moisture-wicking and breathable leather lining it also has a suede covered cork and latex footbed. With perfect shock absorption flexibility and arch support it boasts of a slightly padded instep as well as rhinestone accents for added glamour. Resting on top of a EVA outsole for outstanding traction and stability control. Heel hight: 1.75'. Material: Leather Polyurethane Cork Latex Metal Suede.""}]",,109.99,1,1,1,0,1,https://www.walmart.com/ip/Naot-Women-Sheryl-Sandals/130240176,https://i5.walmartimages.com/asr/b2c55948-68a2-4caf-bfab-9774ad76103e_1.c1bc8b55c0078642420b74a8e920909e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
20,Naot Women Sheryl Sandals,Naot,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-17T19:02:51Z""],""sourceURLs"":[""https://www.walmart.com/ip/Naot-Women-Sheryl-Sandals/130240176""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Naot Women Sheryl SandalsComfortable casual and perfect for everyday wear the new Naot Sheryl. These sandal wedges boast of impeccable craftsmanship and are offered in genuine leather. Featuring a moisture-wicking and breathable leather lining it also has a suede covered cork and latex footbed. With perfect shock absorption flexibility and arch support it boasts of a slightly padded instep as well as rhinestone accents for added glamour. Resting on top of a EVA outsole for outstanding traction and stability control. Heel hight: 1.75'. Material: Leather Polyurethane Cork Latex Metal Suede.""}]",,148.95,1,1,0,1,0,https://www.walmart.com/ip/Naot-Women-Sheryl-Sandals/130240176,https://i5.walmartimages.com/asr/b2c55948-68a2-4caf-bfab-9774ad76103e_1.c1bc8b55c0078642420b74a8e920909e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
21,Baretraps Mirabella   Open-toe Leather  Slingback Sandal,BareTraps,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-12T19:09:26Z""],""sourceURLs"":[""https://www.walmart.com/ip/Baretraps-Mirabella-Women-US-8.5-Gray-Open-Toe-Slingback-Sandal/50164444""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Baretraps Mirabella Width - Medium (B, M) True Color - Buff Upper Material - Leather Outsole Material - Man-Made Heel Height - 1 Inches Brand Style - Baretraps Mirabella Width - Medium (B, M) True Color - Buff Upper Material - Leather Outsole Material - Man-Made Heel Height - 1 Inches BareTraps brings a breath of fresh air to your wardrobe with the finest in casual footwear. Incorporating the best in style and casual comfort, Bare Traps' sandals, clogs, flats, boots and loafers are crafted with meticulous care, resulting in quality craftsmanship from fine leathers and fabrics, to soft linings and flexible, padded insoles. Their products are designed to be high in value, low in cost the quality of their work allows their customers to relax without having to break the bank. ps6134864""}]",,69,1,0,0,1,0,https://www.walmart.com/ip/Baretraps-Mirabella-Women-US-8.5-Gray-Open-Toe-Slingback-Sandal/50164444,https://i5.walmartimages.com/asr/412edea4-0c5a-4708-ba88-d1275e166286_1.d6c6e444d90213f5b1d1a8c999b99918.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
22,Baretraps Mirabella   Open-toe Leather  Slingback Sandal,BareTraps,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-12T19:09:26Z""],""sourceURLs"":[""https://www.walmart.com/ip/Baretraps-Mirabella-Women-US-8.5-Gray-Open-Toe-Slingback-Sandal/50164444""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Baretraps Mirabella Width - Medium (B, M) True Color - Buff Upper Material - Leather Outsole Material - Man-Made Heel Height - 1 Inches Brand Style - Baretraps Mirabella Width - Medium (B, M) True Color - Buff Upper Material - Leather Outsole Material - Man-Made Heel Height - 1 Inches BareTraps brings a breath of fresh air to your wardrobe with the finest in casual footwear. Incorporating the best in style and casual comfort, Bare Traps' sandals, clogs, flats, boots and loafers are crafted with meticulous care, resulting in quality craftsmanship from fine leathers and fabrics, to soft linings and flexible, padded insoles. Their products are designed to be high in value, low in cost the quality of their work allows their customers to relax without having to break the bank. ps6134864""}]",,66.98,1,1,0,0,0,https://www.walmart.com/ip/Baretraps-Mirabella-Women-US-8.5-Gray-Open-Toe-Slingback-Sandal/50164444,https://i5.walmartimages.com/asr/412edea4-0c5a-4708-ba88-d1275e166286_1.d6c6e444d90213f5b1d1a8c999b99918.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
23,Baretraps Mirabella   Open-toe Leather  Slingback Sandal,BareTraps,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-12T19:09:26Z""],""sourceURLs"":[""https://www.walmart.com/ip/Baretraps-Mirabella-Women-US-8.5-Gray-Open-Toe-Slingback-Sandal/50164444""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Baretraps Mirabella Width - Medium (B, M) True Color - Buff Upper Material - Leather Outsole Material - Man-Made Heel Height - 1 Inches Brand Style - Baretraps Mirabella Width - Medium (B, M) True Color - Buff Upper Material - Leather Outsole Material - Man-Made Heel Height - 1 Inches BareTraps brings a breath of fresh air to your wardrobe with the finest in casual footwear. Incorporating the best in style and casual comfort, Bare Traps' sandals, clogs, flats, boots and loafers are crafted with meticulous care, resulting in quality craftsmanship from fine leathers and fabrics, to soft linings and flexible, padded insoles. Their products are designed to be high in value, low in cost the quality of their work allows their customers to relax without having to break the bank. ps6134864""}]",,43.99,1,1,1,0,1,https://www.walmart.com/ip/Baretraps-Mirabella-Women-US-8.5-Gray-Open-Toe-Slingback-Sandal/50164444,https://i5.walmartimages.com/asr/412edea4-0c5a-4708-ba88-d1275e166286_1.d6c6e444d90213f5b1d1a8c999b99918.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
24,Baretraps Mirabella   Open-toe Leather  Slingback Sandal,BareTraps,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-12T19:09:26Z""],""sourceURLs"":[""https://www.walmart.com/ip/Baretraps-Mirabella-Women-US-8.5-Gray-Open-Toe-Slingback-Sandal/50164444""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Baretraps Mirabella Width - Medium (B, M) True Color - Buff Upper Material - Leather Outsole Material - Man-Made Heel Height - 1 Inches Brand Style - Baretraps Mirabella Width - Medium (B, M) True Color - Buff Upper Material - Leather Outsole Material - Man-Made Heel Height - 1 Inches BareTraps brings a breath of fresh air to your wardrobe with the finest in casual footwear. Incorporating the best in style and casual comfort, Bare Traps' sandals, clogs, flats, boots and loafers are crafted with meticulous care, resulting in quality craftsmanship from fine leathers and fabrics, to soft linings and flexible, padded insoles. Their products are designed to be high in value, low in cost the quality of their work allows their customers to relax without having to break the bank. ps6134864""}]",,17.99,1,1,3,0,0,https://www.walmart.com/ip/Baretraps-Mirabella-Women-US-8.5-Gray-Open-Toe-Slingback-Sandal/50164444,https://i5.walmartimages.com/asr/412edea4-0c5a-4708-ba88-d1275e166286_1.d6c6e444d90213f5b1d1a8c999b99918.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
25,Unique Bargains Women's Open Toe Cutout Chunky Heel Lace-up Sandals Brown (size 8),Unique Bargains,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-12T19:10:40Z""],""sourceURLs"":[""https://www.walmart.com/ip/Allegra-K-Women-s-Open-Toe-Cutout-Chunky-Heel-Lace-Up-Sandals-Brown-Size-8/52457406""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. A pair of sandals boast a solid comfort with a cushion insole and a chunky mid heel. Cut high in the ankle, this pair is hot and looks great with its open lace-up fastening and cutout design. Lace-Up Sandals Cutout Open Toe Low Chunky Heel PU Please check the size measurement chart before ordering. Size Chart (in inches) US Size--------Heel to Toe-----------Heel Height--------Platform Height 6 ------------------- 8 7/8 -------------------2---------------3/8 6.5 ------------------ 9 1/8 -------------------2---------------3/8 7.5------------------- 9 3/8 -------------------2---------------3/8 8------------------ 9 5/8 --------------------2---------------3/8 8.5------------------- 9 7/8 -------------------2---------------3/8 9.5---------------- 10 1/8 -------------------2---------------3/8 Open Toe, Low Block Heel, Cutout Design, Padded Insole, Non-Slip Outsole, Lace-Up Sandals, Heel Height: 2 inches, Platform Height: 3/8 inches""}]",,71.99,1,0,0,0,0,https://www.walmart.com/ip/Allegra-K-Women-s-Open-Toe-Cutout-Chunky-Heel-Lace-Up-Sandals-Brown-Size-8/52457406,https://i5.walmartimages.com/asr/ce51ec89-21d4-4090-ad99-f2c274dc6bfe_1.b826f5616673e9614d42afc846079849.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
26,Unique Bargains Women's Open Toe Cutout Chunky Heel Lace-up Sandals Brown (size 8),Unique Bargains,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-12T19:10:40Z""],""sourceURLs"":[""https://www.walmart.com/ip/Allegra-K-Women-s-Open-Toe-Cutout-Chunky-Heel-Lace-Up-Sandals-Brown-Size-8/52457406""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. A pair of sandals boast a solid comfort with a cushion insole and a chunky mid heel. Cut high in the ankle, this pair is hot and looks great with its open lace-up fastening and cutout design. Lace-Up Sandals Cutout Open Toe Low Chunky Heel PU Please check the size measurement chart before ordering. Size Chart (in inches) US Size--------Heel to Toe-----------Heel Height--------Platform Height 6 ------------------- 8 7/8 -------------------2---------------3/8 6.5 ------------------ 9 1/8 -------------------2---------------3/8 7.5------------------- 9 3/8 -------------------2---------------3/8 8------------------ 9 5/8 --------------------2---------------3/8 8.5------------------- 9 7/8 -------------------2---------------3/8 9.5---------------- 10 1/8 -------------------2---------------3/8 Open Toe, Low Block Heel, Cutout Design, Padded Insole, Non-Slip Outsole, Lace-Up Sandals, Heel Height: 2 inches, Platform Height: 3/8 inches""}]",,35.67,1,1,1,0,0,https://www.walmart.com/ip/Allegra-K-Women-s-Open-Toe-Cutout-Chunky-Heel-Lace-Up-Sandals-Brown-Size-8/52457406,https://i5.walmartimages.com/asr/ce51ec89-21d4-4090-ad99-f2c274dc6bfe_1.b826f5616673e9614d42afc846079849.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
27,Unique Bargains Women's Peep Toe Strappy Stiletto Platform Sandals,Unique Bargains,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-20T18:57:14Z""],""sourceURLs"":[""https://www.walmart.com/ip/150150134"",""https://www.walmart.com/ip/Allegra-K-Women-s-Peep-Toe-High-Heel-Crisscross-Straps-Platform-Sandals-Beige-Size-5-5/150150134""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. With a platform sole for comfort, these peep toe high heeled sandals instantly add a flirty touch to any look they finish. The adjustable crisscross straps mean more support (so you can wear them all day), and lend a flattering femme quality. FITTING TIPS: SIZE 7 AND SIZE 7.5 RUN REGULAR. OTHERS RUN BIG, ORDER HALF SIZE SMALLER!!! Platform Sandals High Heel Peep Toe Strappy Vamp: PU Outsole: Rubber Heel: PU Please check the size measurement chart before ordering. Size Chart (in inches) US Size--------Heel to Toe-----------Heel Height--------Platform Height 5 ------------------- 8 1/2 -------------------5 1/2-----------2 5.5 ------------------- 8 5/7 -------------------5 1/2-----------2 6 ------------------- 8 8/9 -------------------5 1/2-----------2 6.5 ------------------- 9 1/9 -------------------5 1/2-----------2 7 ------------------- 9 2/7 -------------------5 1/2-----------2 7.5------------------- 9 1/2 -------------------5 1/2-----------2 8------------------ 9 5/9 -------------------5 1/2-----------2 8.5------------------- 9 2/3 -------------------5 1/2-----------2 9------------------- 9 7/8----------------5 1/2-----------2 9.5---------------- 10 1/9----------------5 1/2-----------2 10----------------- 10 2/7----------------5 1/2-----------2 For CALIFORNIA residents only: WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm.Please note that by posting this Proposition 65 warning, we are notifying you that one or more of the Proposition 65 listed chemicals may be present in a product. With Unique Bargains' products, the exposure to these chemicals may be of no significant risk to you, but out of caution, we have elected to place this warning on our site to make sure our customers are informed.You can find more infomation at http://www.oehha.ca.gov/proposition-65/about-proposition-65. Peep Toe, High Heel, Strappy, Padded Insole, Non-Slip Design, Platform Sandals, Heel Height: 5 1/8 inches, Platform Height: 3/4 inches,""}]",,73.99,1,0,0,1,1,"https://www.walmart.com/ip/Allegra-K-Women-s-Peep-Toe-High-Heel-Crisscross-Straps-Platform-Sandals-Beige-Size-5-5/150150134,https://www.walmart.com/ip/150150134",https://i5.walmartimages.com/asr/390a81b0-5304-427f-80b1-d6464ac7a0be_1.f71c57c9ba20289fb7d1a862f55b8974.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
